Course,Book_ID,Topic,Bookclub,Pseudonym,Message,CodePreliminary,Message_Time,Is_Answer,Page
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,I’ll check in soon and add to it ,Logistics,21.10.2020 13:34,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Two,pim-06,"That sounds great, Meg! ",Feedback,21.10.2020 13:34,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,That's certainly an interesting way to look at the potential of that kind of ending.,Discussion,21.10.2020 14:01,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,"This gives her a chance at potential happiness or, if she is feeling miserable and depressed, may want to go through with the tiger!",Discussion,21.10.2020 14:01,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Oooo I like that idea of how he might send her to the arena and then tell her which is behind each door. ,Feedback,21.10.2020 14:01,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,(I've been playing dnd too much and it has influenced my writing),General Comment,21.10.2020 14:04,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,And I almost think if we can't decide we might just flip a coin ,Logistics,21.10.2020 14:04,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,lol ,Emoticon/Non-verbal,21.10.2020 14:04,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Or we could take turns writing out a paragraph and jump one it from the last person's response.,Logistics,21.10.2020 18:06,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,"Flipping a coin may not be the worst idea, honestly! ",Feedback,22.10.2020 11:00,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,I like the idea of writing a paragraph or a few sentences and then bouncing off from there. ,Logistics,22.10.2020 11:00,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,That's fun,General Comment,22.10.2020 11:00,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Glad you like that idea ,Response,22.10.2020 14:16,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,I think it would be fun too!,Response,22.10.2020 14:16,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,:D,Emoticon/Non-verbal,22.10.2020 14:16,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,"Oooo I have another idea! What if the princess sends the man to the tiger and right out tells her father she did it and wants a trial. Then because he loves her he begs her to choose the door with the young man he picks for her, but she chooses the tiger.",General Comment,23.10.2020 10:18,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12, I like it,Feedback,23.10.2020 10:23,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,That's a creative idea!,Feedback,23.10.2020 10:23,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,"Kyra, I LOVE what you did for part 1!! ",Feedback,23.10.2020 10:40,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,Let's hope I do as well on part 2!!,General Comment,23.10.2020 10:40,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,That's some amazing writing! ,Feedback,23.10.2020 10:40,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Awww thank you so much!,Response,23.10.2020 10:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Five,pim-13,He sentences her to the same trial.,Discussion,23.10.2020 11:06,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Five,pim-13,darla,Greeting,23.10.2020 11:06,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Five,pim-13,"Part 1: Ultimately, it is left for the reader to decide what is behind the door,",Discussion,23.10.2020 11:06,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Five,pim-13,and it would depend what they feel the princess cares about more - his life or him being married to another woman.,Discussion,23.10.2020 11:06,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Ahhh I love your response too!,Feedback,23.10.2020 11:35,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,Finished! How does that sound?,Question,23.10.2020 11:44,No,3
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Any idea on how to submit it?,Question,23.10.2020 11:49,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,it's wonderful!,Feedback,23.10.2020 11:49,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,I think we just leave it here? I'm not totally sure,Question,23.10.2020 12:09,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Yeah I was wondering because when I click 'My Answer' at the top it says I haven't submitted one. ,Question,23.10.2020 12:27,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,Maybe sometime next week there will be a button to push.,Response,23.10.2020 12:27,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-11,So I don't know. ,Response,23.10.2020 12:27,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09,uwgyeu,Incomplete/Typo,24.10.2020 18:48,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09,"ha""",Incomplete/Typo,24.10.2020 18:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09," In the story  it is mentioned several times that the princess is jealous of the idea of her lover being with another woman  stating ""her soul had burned in agony when he rushed to meet that woman"" (pp. 10).",Discussion,24.10.2020 18:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09,"Part 1: For this question, our team decided that the princess chose the door with the tiger. ",Discussion,24.10.2020 18:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09,"This is based on the story's emphasis on the royal family's semi barbaric"" nature.",Discussion,24.10.2020 18:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Three,pim-09,This action seems indicitive of her barbaric and jealous nature because this way she remains the conquerer  and if she cannot,Discussion,24.10.2020 18:52,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,Or when the survey comes out maybe something will be there,Response,25.10.2020 15:11,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club Four,pim-12,Maybe! ,Response,25.10.2020 15:11,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-03,I agree with Cassandra's noticing ,Response,27.10.2020 17:58,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-03,of the author's word choice of barbarism.,Discussion,27.10.2020 17:58,No,10
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02,"Her lover would die and never love another."" ",Discussion,28.10.2020 20:23,No,9
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02,I loved the addition of ,Feedback,28.10.2020 20:23,No,9
PIM P1,260,"Part 1: What happens next? What is behind the door, the lady or the tiger?  Part 2: Later, the King discovers that his daughter has broken the law.  How does the King respond? What happens?",Book Club One,pim-02," Sadly  the barbaric nature of the king and princess is still alive today in crimes of passion.""",Discussion,28.10.2020 20:23,No,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-26,"Part 1: If she loves him, the princess will lead her lover to the door that will allow him to live. If she allows greed and envy to cloud her judgement, she will likely lead her lover to his death.",Discussion,2.11.2020 03:19,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-26,"Part 2: If the King is unbiased, he will treat her like any other person who had broken the law.",Discussion,2.11.2020 03:22,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-26,"I found myself conflicted for the princess. I always want a happy ending of some kind in the stories I read. However, it seems the princess loses either way in this story. If I were in her place, I would have allowed him to marry the woman rather than have him die a painful and bloody death.",Discussion,2.11.2020 22:48,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-26,"As for the King, he will likely send his daughter to face the same punishment as her lover. As a King, he should treat all lawbreaking the same. However, I wonder if he will crack and pull the same trick that the princess had with her lover or if he will remain firm with his decision.",Discussion,2.11.2020 22:56,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-23,"Part 1: I think that she guided him to the tiger. She was already jealous, and if she couldn't have him, then no one should.",Discussion,10.11.2020 20:29,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-23,"Part 2: Her father gets extremely upset with her for signaling her lover behind his back. He then forgives her because she has proven to be as strong as the rest of her family. Understanding that if she can't have him, no else can't either.",Discussion,10.11.2020 20:33,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-23, in being conflicted by happily ever after and greed. I chose the tiger behind the door because the story paints her out to be extremely jealous and barbaric.,Discussion,10.11.2020 20:37,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-23,I completely agree with you,Response,10.11.2020 20:37,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,I think she sends him to to the tiger. She could live with his death but not with him living with another woman.,Discussion,19.10.2020 23:39,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-16, I think she sends him to the tiger. Its clear she had jealousy issues and she was raised by a father that is erratic and delivers justice according to a whim. I dont think she would think reasonably.,Discussion,20.10.2020 10:33,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-16,I totally agree.,Response,20.10.2020 10:33,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-16,"As for part 2 of the question...I think the father upon finding out what the daughter had done would totally subvert the natural order of things and not have her go through the process of justice that others do. He would be furious with her and would punish her in some way but, not by putting her in the arena. I dont think he could cope with her dying by the tiger or being forced to marry a person below her royal status.",Discussion,20.10.2020 10:36,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,"I agree, ",Response,21.10.2020 02:56,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,I don't think the father would put his daughter through the same system of justice. I wonder if he would even be all the upset though - because either way he is rid of the man causing him problems - either to death or to be married off to someone else.,Discussion,21.10.2020 02:56,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-16,I think he would be upset...even just for the fact that her behavior is a bad reflection on him. He sounds very narcissistic so I dont know if he would feel real love for his daughter but her behavior and a public trial would bruise his ego. That in itself would be enough for him to brush her crimes under the carpet.,Discussion,21.10.2020 07:49,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,That's true -,Response,21.10.2020 08:09,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30, but maybe he's the only one who knows what she did?,Question,21.10.2020 08:09,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-21,"Part 1: What Happens next...I believe in love overall.  I believe she chose to love him by giving him life and happiness.  This is what love truly is.  The story describes her as jovial.  Although her father appears quite selfish, he adores her which means she has seen true love.  So, out comes the lady.",Discussion,21.10.2020 20:38,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-21,"despite the consistent behavior and system of punishment, I do not think the king would send his daughter to the arena. The story tells us that she is the apple of his eye  and that she is above all what his heart cares for.  I do not think he could bear losing her or watching her give love to anyone but him.  I fear the father would punish her by keeping her with him for the rest of her life.  Going to the arena would be too much punishment for him.",Discussion,21.10.2020 20:41,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-21,"I agree with Anne Marie and Rachel, ",Response,21.10.2020 20:41,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-20,acce,Incomplete/Typo,22.10.2020 08:14,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-20,"This is such an unfortunate story. It looks to me that no matter the choice, all parties will be unhappy. I'd like to think that even though she did inherit some of her dad's fury, she would still try to give her lover a chance and not pick the door with the tiger. Perhaps, she doesn't want to be as cruel as her father, and in the name of love, sacrificed her fate to allow her lover to live. I agree with some of your sentiments about the obsession and control the father holds over his daughter. She has ",Discussion,22.10.2020 08:14,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-24,"I think the story is supposed to be a 'it's up to interpretation' kind of ending, but in a way that purposefully leads you to believe that she sends him to the tiger. But that feels like such a shallow stereotype of a jealous woman. The story talks a lot about how they understand each other fully, without needing to speak, so I thought that she pointed him toward the door with the woman (her sacrifice, letting him be happy without her), but he knew that and purposefully chose the tiger (his sacrifice, not ",Discussion,22.10.2020 11:14,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-24,w,Incomplete/Typo,22.10.2020 11:14,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,"Maybe I'm a skeptic, but I'm not convinced she sends him on to live his happily ever after with another woman.  There's a whole paragraph on the last page about how the whole idea of that tormented here. And she asks Would it not be better for him to die at once  and go to wait for her in the blessed regions of semi-barbaric futurity?""",Discussion,22.10.2020 23:56,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,I still think she sent him to the tiger!,Discussion,22.10.2020 23:56,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,...,Emoticon/Non-verbal,23.10.2020 10:50,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,...,Emoticon/Non-verbal,23.10.2020 10:50,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-30,...,Emoticon/Non-verbal,23.10.2020 10:50,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-22,"Part 1
I believe that the lady will be behind the doors. I think that the Princess loved her lover too much to allow him to be eaten by the Tiger. She would rather see him out and about the kingdom happy with someone else then torn into pieces by the tiger.  However, I am a divorced mom of two kids and my interpretation might be a little off, since I always wanted and are still looking for that fairy tale kind of ending. The one where true love exists no matter what the couple faces.

Part 2
I believe that",Discussion,28.10.2020 22:13,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-22,"Part 2
I believe that when the King discovers that his daughter had broken the law by finding out what was behind the door and then signaling to her lover which one to open, he would be in infuriated. The story stated that he was extremely close to the Princess and resented her se ret relationship.  I believe that if the Princess saved her lover from the tiger, he would retry him and put a tiger behind both doors. The Story stated that the King was barbaric in nature so I feel he would make the Princess ",Discussion,28.10.2020 22:15,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-22,att,Incomplete/Typo,28.10.2020 22:15,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-18,Part 1  I believe that the tiger is behind the door.  I think the princess is barbaric and can't stand the thought of her lover with another.,Discussion,31.10.2020 12:37,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-18,Part 1  I believe the tiger will be behind the door.  I think the princess is barbaric and won't be able to stand her lover with another.,Discussion,31.10.2020 12:38,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-18,Part 2  I believe that the king will punish his daughter.  I'm not sure how.  I think it depends on whether the tiger or the woman comes out of the door.  Perhaps he might even make her choose a door.,Discussion,31.10.2020 12:39,false,9
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-25,I believe she sent him to the tiger.  A king's daughter would not want to share a lover or see him with another woman.,Discussion,31.10.2020 16:12,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-25,Part 2:  I don't think the King will do anything to the Princess.  He knows both choices would be punishment for her and her lover.,Discussion,31.10.2020 16:14,false,10
PIM P1,261,"Part 1: What happens next? What is behind the door, the lady of the tiger?  Part 2: Later, the King discovers that his daughter had broken the law, by first finding out what was behind the doors and then signaling to her lover which door to open. What does the king do, and what happens?",Book Club One,pim-25,"In addition, I was surprised the lover so quickly chose the right door after the princess signaled him.  He was willing to accept the fate that she chose.  I wonder if he knew what her choice would be.  I still don't think she would allow him to marry another, although that would be the choice I would make if I was in her shoes.",Discussion,31.10.2020 23:25,false,10
EDF6284 P1,264,"What happens next?  ...and please tie it to design, in some way.",Book Club One,edf-14,"The door opens to nothing- nothing at all, but air. The reporter falls back against the door, repelled by the vapid void yawning out into infinity: the stupefying horror of perpetual white space.",Discussion,1.11.2020 11:07,false,8
EDF6284 P1,264,"What happens next?  ...and please tie it to design, in some way.",Book Club One,edf-17,"The reporter continues in his attempt to fumble with the stubborn door latch and before long he bends down, eye level with the indented space and spots Maier sitting in a chair in the corridor, legs crossed and making eye contact with him. Perhaps ignore the latch altogether. Just because a feature is present does not always make it necessary""  he says. The reporter returns the latch to it's original position and slightly pushes the door ajar.""",Discussion,1.11.2020 18:14,false,8
EDF6284 P1,264,"What happens next?  ...and please tie it to design, in some way.",Book Club One,edf-14,"Noticing the door was locked, the reporter takes a seat again awaiting the return of the designer. After awhile, he tries the door again more urgently. It is then that he notices the small depression under the latch that allows it to be opened. The reporter follows the only avenue available which leads him back to the entrance.",Discussion,2.11.2020 10:05,false,8
EDF6284 P1,264,"What happens next?  ...and please tie it to design, in some way.",Book Club One,edf-12,"I chuckled to myself. Designers are not only eccentric  but also paranoid."" I moved again toward the window to gaze at the streets below.  Such a deep gloom in the heavy air outside... ""Strange  I murmured. It wasn't raining when I came in..."" I glanced again at the streets... something was strange about the movement below. I watched carefully for a few minutes... A cab  the man with the green umbrella  the woman and man hurrying through the rain... and then the green umbrella man again.. ""Aha!"" I said ",Discussion,2.11.2020 14:05,false,8
EDF6284 P1,264,"What happens next?  ...and please tie it to design, in some way.",Book Club One,edf-12,"t""",Incomplete/Typo,2.11.2020 14:05,false,8
