Course,Book_ID,Topic,Bookclub,Pseudonym,Message,CodePreliminary,Message_Time,Is_Answer,Page,Response_Number
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10, Buildings can be designed to recycle their own trash and turn it into compost which in turn creates rich soil for their living roof. Solar panels can not only provide power but also shade for shade-loving plants or shade in parks with benches built underneath. They can be embellished to go with the overall park theme. ,Content Discussion,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,-not just furniture and clothes-,Content Discussion,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,Designers are at the heart of creating a new future.,Content Discussion,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,Perhaps the stands they sit on can be made into mosaics like Gaudi's parks in Spain.,External Material,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,It takes environment into account.,Content Discussion,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,"Shaded walkways can have solar panels built into them, now that solar comes in flexible panels. They can be formed into arches.",Content Discussion,27.11.2020 20:43,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club One,edf-10,This was a brilliant article and I'd love to hear more about it.,General Comment,27.11.2020 20:47,No,11,61
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-12,"I completely agree with your statement, ",Response,23.11.2020 13:58,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-12,"good design should take into account all aspects of reality and adapt to both the times and environment"". ",Content Discussion,23.11.2020 13:58,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-12,"Unfortunately  in many cases that goal is much harder to do than it is to say.""",Content Discussion,23.11.2020 13:58,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-13,looking forward to seeing your responses. I've got the ball rolling.,Opening Statement,22.11.2020 10:59,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-13,"Hi Team, ",Greeting,22.11.2020 10:59,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-14,Could the switch to digital classrooms have had an effect on other social issues or climate issues?,Content Discussion,24.11.2020 15:55,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-14,"Notably, education has changed to deal with the changing situation. ",Content Discussion,24.11.2020 15:55,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-14,I wonder if we could consider more ways that design has created a positive impact of change while dealing with the pandemic.,Content Discussion,24.11.2020 15:55,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Two,edf-14,I liked some of the examples given but I wonder if there were more.,Content Discussion,24.11.2020 15:55,No,11,62
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Copy, here now",Response,19.11.2020 19:07,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I thought it was an interesting exploration of future life under the guise of fear as communicated,Content Discussion,19.11.2020 19:08,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,In design it is difficult to design to a future that does not exist and may no longer be relative in our future climate and culture,Content Discussion,19.11.2020 19:09,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"With the onset of biological, climate and political unrest, where does typical learning occur?",Content Discussion,19.11.2020 19:11,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,as parents will work to sustain a child will need supervision and technical accommodations to support the training outcomes.,Content Discussion,19.11.2020 19:12,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The home life environment will no longer accommodate the typical learner, ",Content Discussion,19.11.2020 19:12,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Therefore, a learner will need to abide by health guidelines to further their education. ",Content Discussion,19.11.2020 19:13,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Parents unwilling, or unable will be scrutinized for not permitting their student to attend school.",Content Discussion,19.11.2020 19:13,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The headgear will accommodate protection from mouth, nose and ear contaminants ;",Content Discussion,19.11.2020 19:15,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Wearing full headgear to protect from viral and biological contaminates will be the focus in future education. ,Content Discussion,19.11.2020 19:15,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"as well as, provide two way communication to the and from the instructor.",Content Discussion,19.11.2020 19:15,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"The first attempt will be to attend virtual education, ",Content Discussion,19.11.2020 19:17,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"but as the parental support networks erode, especially k-5, parents will insist their children attend school,",Content Discussion,19.11.2020 19:17,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,so that the family continues to sustain financial support.,Content Discussion,19.11.2020 19:17,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Just like the flu shot they will be chasing the mutations, but there will not be an inoculation for it",Content Discussion,19.11.2020 19:19,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"COVID will mutate into COVID-20, 21, 22 and so on. ",Content Discussion,19.11.2020 19:19,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,students and peers will be the next fall-out when paper masks are communicated as no longer effective.,Content Discussion,19.11.2020 19:20,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"full faced head gear with 5G to connect to networks and send/receive communication from teachers, ",Content Discussion,19.11.2020 19:20,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,yes.,Response,19.11.2020 19:20,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"We may respond with duck and cover drills, or simply say I will do my best to prevent the spread and cotangent;",Content Discussion,19.11.2020 19:22,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"there may not be a cure, so may just need to accept and live with it. ",Content Discussion,19.11.2020 19:22,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"however, living in fear will only keep us in bubbles waiting to pop.",Content Discussion,19.11.2020 19:22,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,AR assets tagged by authorized users then submitted and hosted online for AR headgear systems to display the AR overlays.,Content Discussion,19.11.2020 19:24,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"which reports Realtime vitals  such as temps  heart rate and eye movements.""",Content Discussion,19.11.2020 19:24,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I call it HITS. Health Information Technology.,Content Discussion,19.11.2020 19:24,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,the AR may be broadcasted within the screen hosted from the 'Cyber Congressional Library ,Content Discussion,19.11.2020 19:24,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Absolutely, ",Response,19.11.2020 19:24,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,back during the cold war USA was overly concerned with Nuclear weapons being launched from Cuba. ,External Material,19.11.2020 19:26,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Schools were taught to duck and cover under their desks to protect from a Nuclear weapon. ,External Material,19.11.2020 19:26,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,seriously hiding under a desk will do literally nothing except enable you to kiss your pants good bye.,External Material,19.11.2020 19:26,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"there is just really not a lot we can do except feel good by wearing a paper mask that the CDC already stated does little, or nothing to prevent the spread of viral airborne particulates.",Content Discussion,19.11.2020 19:29,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"same effect with COVID, ",Content Discussion,19.11.2020 19:29,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,W e are only prevent saliva based sneezes and coughs.,Content Discussion,19.11.2020 19:29,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,the Airborne COVID will stay floating in the air for 24-48 hours.,Content Discussion,19.11.2020 19:29,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"anyway, good times. and great opportunity to ride the fear train. ",General Comment,19.11.2020 19:31,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I wish I could attach images into this, I would show you",Content Discussion,19.11.2020 19:31,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I have a few preliminary designs.,Content Discussion,19.11.2020 19:31,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,we should start selling full headgear before anyone else. and throw in AR to make it really cool,Content Discussion,19.11.2020 19:31,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,it essentially combines the Army's next gen helmet with AR and biological / viral filtration.,Content Discussion,19.11.2020 19:32,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,https://www.army.mil/article/125327/Army_designing_next_generation_protective_mask/,External Material,19.11.2020 19:35,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,this is pretty close,General Comment,19.11.2020 19:35,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,mine just ads AR and two way communication,Content Discussion,19.11.2020 19:35,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,here is another link,External Material,19.11.2020 19:37,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,https://www.core77.com/firms/hsdesign/Next-Generation-Respiratory-Protection-System-NGRPS,External Material,19.11.2020 19:37,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"to include GEO tracking, proximity alerts and warnings",Content Discussion,19.11.2020 19:40,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"yup, imagine fieldtrips with the learners scanning object in AR using the helmet, ",Content Discussion,19.11.2020 19:40,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,https://miro.medium.com/max/2800/0*MqJFT-uDEa1-Crmv.png,External Material,19.11.2020 19:40,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15, I was just envisioning it at being the next step.,Content Discussion,19.11.2020 19:41,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Yeah the Health Information Technology (HIT) system does not exist,",Content Discussion,19.11.2020 19:41,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Failure to abide by the world health organization mandates would lead yo to reeducation facilities,Content Discussion,19.11.2020 19:43,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"all AR definitions and all incoming and outgoing communications would be scanned, filtered and tagged by the FCC. ",Content Discussion,19.11.2020 19:43,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"As much fantasy as I am spinning in this, the Orwellian state is closing in.",Content Discussion,19.11.2020 19:43,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,of course…,Response,19.11.2020 19:43,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Unfortunately, we are witnessing this play out in our very daily life.",Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I suppose we are now livening in one.,Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Who would have thought you would need to wear a mask to shop, or lock-down due to a pandemic.",Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I wish it was only a movie, a script a sick twisted perversion of reality. ",Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15, - or are we just told to believe we are in one...,Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Wasn't this a Netflix horror movie. ,Content Discussion,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I thoink we touched all of em,Response,19.11.2020 19:46,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,not sure what else to do here.,Assignment Instructions,19.11.2020 19:48,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I think this is turning into a message board...,General Comment,19.11.2020 19:48,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"but I do not know how to hang-up, or if I should?",Assignment Instructions,19.11.2020 19:48,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"We discussed everything, ",Logistics,19.11.2020 19:48,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"so, what are you all doing for Thanks giving, ",General Question,19.11.2020 19:48,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Not being rude, just simplifying the end-state",General Comment,19.11.2020 19:49,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"we are all wearing bio-hazard helmets and trying to chew, right?",General Discussion,19.11.2020 19:49,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15, I have heard the think police will be watching for gatherings,General Discussion,19.11.2020 19:50,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"be sure to turn your lights off if you live in the northern states,",General Discussion,19.11.2020 19:50,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I suppose you blend up a Turkey and consume this with a straw,General Discussion,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,https://www.fox29.com/news/cdc-releases-updated-thanksgiving-guidelines-focusing-on-small-household-gatherings,External Material,19.11.2020 19:51,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I am only aggregating the media,General Discussion,19.11.2020 19:52,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,https://icotalknews.com/politics/cuomo-blasts-police-for-saying-they-wont-enforce-thanksgiving-gathering-limits/,External Material,19.11.2020 19:52,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I wish I could make this up,General Discussion,19.11.2020 19:52,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Do we need to do this again?,Logistics,19.11.2020 19:53,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,not kidding we will be camping in a state park,General Comment,19.11.2020 19:54,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I am out next week hiding in the mountains smuggling a Turkey dinner with my family…,General Comment,19.11.2020 19:54,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,How many sessions are required for the request?,Logistics,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"sorry, just not understanding the assignment.",General Comment,19.11.2020 19:55,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,Are we suppose to turn something in? ,Assignment Instructions,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I thought this was , just read the fear campaign then discus in the chat.",Assignment Instructions,19.11.2020 19:56,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I love chatting, but is there an objective?",Assignment Instructions,19.11.2020 19:57,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,what is the assignment here?,Assignment Instructions,19.11.2020 19:57,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15," but seriously, ",Response,19.11.2020 19:57,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I'll be on until to morrow, ",Response,19.11.2020 19:57,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"okay, and we have.",Response,19.11.2020 19:58,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I understand, ",Response,19.11.2020 19:59,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I do not want to leave you with unfinished work.,General Comment,19.11.2020 19:59,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,What may I do to further this assignment. ,Assignment Instructions,19.11.2020 19:59,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15, This is all truly vague and I feel as though I am in some sort of experiment in social chatting.,Assignment Instructions,19.11.2020 19:59,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I only received information about reading this book and chatting.,Assignment Instructions,19.11.2020 20:00,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Will there be additional details on the survey, ",Assignment Instructions,19.11.2020 20:00,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,I thought all of our chatter was tracked in this system.,Logistics,19.11.2020 20:01,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"so who submits this, and who do we submit our note to?",Logistics,19.11.2020 20:01,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15, I will be available until then.,Logistics,19.11.2020 20:03,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"sure, no problem, ",Response,19.11.2020 20:03,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,can we establish a time before 7PM.,Logistics,19.11.2020 20:03,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,That sounds great,Response,19.11.2020 20:05,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,always on and will keep an eye on the email,General Comment,19.11.2020 20:05,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15," I am available anytime from 8AM to 7PM,",Logistics,19.11.2020 20:05,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"ending the night with a positive thought... Those who desire to give up freedom in order to gain security will not have  nor do they deserve  either one"". - Benjamin Franklin""",General Comment,19.11.2020 20:05,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"Those who desire to give up freedom in order to gain security will not have  nor do they deserve  either one"". - Benjamin Franklin""",General Comment,19.11.2020 20:05,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,have a great night.,Discussion Wrap-up,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-15,"I'll talk to you tomorrow,",Discussion Wrap-up,19.11.2020 20:06,No,11,63
EDF6284 P2,267,Part 1) Why does the article content relate to the design perspective? And Part 2) What sort of prototypes should be considered for a resilient future?,Book Club Three,edf-16,I still have to read the material...,General Comment,19.11.2020 12:11,No,1,63
